Όνομα,Απόσταση από νοσοκομείο,Αστέρια,Ιστοσελίδα,E-Mail,Τηλέφωνο,Αριθμός Φαξ,Πόλη,Διεύθυνση,Ταχυδρομικός Κώδικας,Τηλέφωνο 2,Εναλλακτικό Τηλέφωνο,Εναλλακτικό Φαξ
ΑΣΤΕΡΙ,"


23 Χλμ
",1,,,22260-24418,,Λουτρά Αιδηψού,ΛΟΥΤΡΑ ΑΙΔΗΨΟΥ,343 00,22260-22273,2226-024418,
ΑΣΤΕΡΙΑ,"


0.5 Χλμ
",2,,koufaliotisc@gmail.com,22350-80901,22350-22946,Καμένα Βούρλα,ΚΑΜΜΕΝΑ ΒΟΥΡΛΑ,350 08,22350-80902,,
ΑΣΤΕΡΩ,"


35 Χλμ
",1,www.asterohotel.gr,asterohotel@hotmail.com,22670-31622,22670-31622,Αράχοβα,ΑΡΑΧΩΒΑ ΒΟΙΩΤΙΑΣ,320 04,,,
ΑΣΤΗΡ,"


0.2 Χλμ
",2,www.greek-tourism.gr/agioskonstantinos/hotelastir,sgeorga@tee.gr,22350-31625,210-9628002,Άγιος Κωνσταντίνος,ΕΥΒΟΙΚΟΥ 6,350 06,22350-31425,,
ΑΣΤΡΟΛΑΒΟΣ,"


25 Χλμ
",3,www.astrolabehotel.gr,info@astrolabehotel.gr,22270-32412,210-7646859,Χρόνια,ΧΡΟΝΙΑ Δ. ΕΛΥΜΝΙΩΝ ΕΥΒΟΙΑΣ,340 05,,21-07646857,21-07646859
ΑΣΤΡΟΝ,"


5 Χλμ
",2,www.hotelastron.gr,info@hotelastron.gr,2231059595,2231059595,Λουτρά Υπάτης,,350 16,,2231305335,
ΑΤΑΛΑΝΤΗ,,1,,,22330-22204,,Αταλάντη,ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΗΣ 42,352 00,,,
ΑΤΣΙΤΣΑ,"


18 Χλμ
",2,www.hotelatsitsa.gr,info@hotelatsitsa.gr,22220-92990,22220-91917,Σκύρος,,340 07,,,
ΑΥΡΑ,,4,www.avraspahotel.gr,mike_sera@hotmail.com,6946271026,22260-23260,Λουτρά Αιδηψού,ΠΑΡΑΛΙΑΚΗ ΟΔΟΣ ΑΙΔΗΨΟΥ,343 00,22260-22111,2226022226,2226023260
ΑΥΡΑ,"


0.1 Χλμ
",2,www.avrahotel.eu,abasanos_hotelavra@hotmail.com,22350-22220,22350-24726,Καμένα Βούρλα,ΓΕΡΑΣ. ΒΑΣΙΛΕΙΑΔΗ 33,350 08,,,
ΑΥΡΑ,"


1 Χλμ
",1,,petsavasmpampis@yahoo.gr,22670-42045,22670-42045,Αντικύρα,ΑΝΤΙΚΥΡΑ ΒΟΙΩΤΙΑΣ,320 03,,,
ΑΥΡΗΛΙΑ,,1,,m3233s@gmail.com,22260-22307,,Λουτρά Αιδηψού,25ΗΣ ΜΑΡΤΙΟΥ 12,343 00,,,
ΑΧΙΛΛΕΙΟΝ,,2,,,22330-31303,,Λιβανάτες,ΛΙΒΑΝΑΤΕΣ ΦΘΙΩΤΙΔΑΣ,350 07,,,
ΑΧΙΛΛΕΙΟΝ,"


3 Χλμ
",3,,axilleionhotelskyros@yahoo.gr,22220-93300,22220-93303,Σκύρος,ΑΣΠΟΥΣ ΣΚΥΡΟΥ,340 07,22220-92425,,
ΒΑΛΑΡ’Σ,"


10 Χλμ
",2,,,22260-22278,,Λουτρά Αιδηψού,ΩΚΕΑΝΙΔΩΝ 5,343 00,,,
ΒΑΛΕΝΤΙ ΒΙΛΛΑΤΖ,"


5 Χλμ
",2,www.valledivillage.gr,reserve@valledivillage.gr,22220-29150,22220-24209,Παραλία Κύμης,,340 03,22220-24210,,
ΒΑΡΔΟΥΣΙΑ,"


25 Χλμ
",3,www.hotelvardousia.gr,info@hotelvardousia.gr,22650-63148,22650-63149,Αθανάσιος Διάκος,ΑΘΑΝΑΣΙΟΣ ΔΙΑΚΟΣ ΦΩΚΙΔΟΣ,330 53,2265063150,,
ΒΑΡΩΝΟΣ,"


17 Χλμ
",2,www.hotel-delphi.gr,varonosh@gmail.com,22650-82345,22650-82041,Δελφοί,ΠΑΥΛΟΥ & ΦΡΕΙΔΕΡΙΚΗΣ 25,330 54,,,
ΒΑΣΙΛΕΥΣ ΔΡΑΝΟΣ,,3,,,000-0000000,,Λουτρά Καΐτσης,,350 10,,,
ΒΑΣΙΛΕΥΣ ΗΝΙΟΧΟΣ,,4,www.kinginiohos.com,info@kinginiohos.com,22650-82151,22650-82764,Δελφοί,ΟΣΙΟΥ ΛΟΥΚΑ 78,330 54,,2265-082151,2265-082764
ΒΕΡΓΙΝΑ,,1,,nkallioras@yahoo.com,22210-25096,,Λουτρά Αιδηψού,ΗΡΑΚΛΕΟΥΣ 23Α,343 00,22210-24854,,
ΒΙΑΝΑ,,2,,hotelviana.minas@gmail.com,22260-23206,22260-23206,Λουτρά Αιδηψού,ΛΟΥΤΡΑ ΑΙΔΗΨΟΥ,343 00,,,
ΒΙΚΤΩΡΙΑ,"


14 Χλμ
",2,,,22290-68100,,Βασιλικό,,340 08,,21-08825404,
ΒΙΛΛΑ ΒΙΡΓΙΝΙΑ,"


7 Χλμ
",3,www.villavirginia.gr,info@villavirginia.gr,22370-80300,22370-22264,Βούτυρο,,361 00,22370-25133,,
ΒΙΛΛΑ ΟΛΥΜΠΙΑ,"


0.5 Χλμ
",3,,villa-olimpia@hotmail.com,22650-41810,22650-41746,Γαλαξίδι,ΓΑΛΑΞΕΙΔΙ,330 52,22650-41174,,
ΒΙΛΛΑ ΦΙΛΟΞΕΝΙΑ,"


0.2 Χλμ
",2,,galini.info@gmail.com,+30 22670-32455,,Αράχοβα,ΓΕΩΡΓΙΟΥ ΚΡΕΜΟΥ 156,320 04,,+306988268467,
ΒΙΝΑ,,3,www.skyroshotel.gr,vina@skyroshotel.gr,22220-93111,22220-92444,Σκύρος,ΠΟΥΡΙΑ ΣΚΥΡΟΣ,340 07,2222092444,,
ΒΙΟΛΕΤΤΑ,"


1 Χλμ
",3,www.hotelvioletta.com,sales@hotelvioletta.com,22350-22203,22350-22108,Καμένα Βούρλα,Γ.ΒΑΣΙΛΕΙΑΔΗ 81,350 08,22350-22108,21-06524413,
ΒΙΡΓΙΝΙΑ ΙΙ,,3,www.villavirginia.gr,info@villavirginia.gr,22370-80300,22370-22264,Βούτυρο,,361 00,22370-25133,,
ΒΥΖΑΝΤΙΟΝ,"


0.1 Χλμ
",2,,kostasmakras7@gmail.com,22260-71600,,Νέος Πύργος,ΝΕΟΣ ΠΥΡΓΟΣ ΕΥΒΟΙΑΣ,340 12,,2226-071600,
ΓΑΛΑΖΙΟ ΔΕΛΦΙΝΙ,,1,,,22350-22302,,Αλμυροπόταμος,ΑΛΜΥΡΟΠΟΤΑΜΟΣ ΕΥΒΟΙΑΣ,340 15,,,
ΓΑΛΑΞΑ,"


20 Χλμ
",4,www.galaxamansion.com,galaxidi@otenet.gr,22650-41620,22650-42053,Γαλαξίδι,ΧΗΡΟΛΑΚΑΣ ΓΑΛΑΞΕΙΔΙΟΥ,330 52,,2265041155,2265-042053
ΓΑΛΑΞΙΑΣ,"


7 Χλμ
",2,,hotel-galaxias@hotmail.com,22330-93211,22330-93470,Θεολόγος,ΘΕΟΛΟΓΟΣ ΦΘΙΩΤΙΔΑΣ,350 05,,6973-403195,2233-093470
ΓΑΛΑΞΙΑΣ,,2,www.galaxyhotelkaristos.com/,hotelgalaxias@yahoo.gr,22240-22600,22240-22463,Κάρυστος,ΚΑΡΥΣΤΟΣ ΕΥΒΟΙΑΣ,340 01,,,
ΓΑΛΑΞΙΑΣ,"


0.2 Χλμ
",2,,pezma@otenet.gr,22260-22184,22260-24041,Λουτρά Αιδηψού,ΕΡΜΟΥ 11,343 00,,2226-022184,2226-024041
ΓΑΛΑΞΙΑΣ,"


0.2 Χλμ
",3,http://hotel-galaxias.eu/,info@hotel-galaxias.eu,22310-59506,,Λουτρά Υπάτης,ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ 1,350 16,,2231-059506,
ΓΑΛΑΞΙΑΣ,"


8 Χλμ
",2,www.hotelgalaxias.gr,info@hotelgalaxias.gr,2266081266,2266081388,Παραλία Αγίων Πάντων,ΠΑΡΑΛΙΑ ΑΓ.ΠΑΝΤΩΝ ΦΩΚΙΔΟΣ,33058,2103455756,2103455756,2103455756
ΓΑΛΑΞΙΔΙ,"


0.2 Χλμ
",2,www.hotelgalaxidi.gr,hotelgalaxidi@gmail.com,22650-41850,22650-41849,Γαλαξίδι,ΓΑΛΑΞΙΔΙ,330 52,22650-41851,,
ΓΑΛΗΝΗ,"


40 Χλμ
",5,www.mitsishotels.com/hotels/galini-resort,galini.res@mitsishotels.com,22350-80501,22350-22307,Καμένα Βούρλα,ΚΑΜΜΕΝΑ ΒΟΥΡΛΑ,350 08,22350-80502,,
ΓΑΛΗΝΗ,"


0.3 Χλμ
",3,www.iteahotel.com,info@iteahotel.com,22650-32278,22650-32323,Ιτέα,28ΗΣ ΟΚΤΩΒΡΙΟΥ 55,332 00,,,
ΓΑΛΗΝΗ,"


20 Χλμ
",2,www.aedipsos-holidays.gr,info@galinihotelaidipsos.com,22260-22448,22260-22160,Λουτρά Αιδηψού,ΠΑΡΑΛΙΑΚΗ ΟΔΟΣ ΑΓ.ΝΙΚΟΛΑΟΥ,343 00,2226022160,,
ΓΑΛΗΝΗ,"


27 Χλμ
",1,www.hotelgalinilarimna.gr,hotel.galini@hotmail.gr,2233041208,,Λάρυμνα,ΛΑΡΥΜΝΑ ΦΘΙΩΤΙΔΑΣ,35012,2233089945,,
ΓΑΛΗΝΗ,"


1 Χλμ
",3,www.pefkigalinihotel.gr,Domi1974@yahoo.gr,6976769534,22260-41650,Πευκί,ΠΕΥΚΙ ΙΣΤΙΑΙΑΣ ΕΥΒΟΙΑΣ,342 00,22260-41640,6976769534,2226041650
ΓΑΝΥΜΗΔΗΣ,"


0.15 Χλμ
",3,www.ganimede.gr,info@ganimede.gr,22650-41328,22650-42160,Γαλαξίδι,ΝΙΚΟΛΑΟΥ ΓΟΥΡΓΟΥΡΗ 20,330 52,6937154567,,
ΓΑΡΥΦΑΛΛΙΑ,"


21 Χλμ
",3,,,22260-24193,,Λουτρά Αιδηψού,ΦΙΛΕΛΛΗΝΩΝ 70,343 00,,,
ΓΕΩΡΓΙΑ,"


0.2 Χλμ
",1,,,22350-22542,,Καμένα Βούρλα,ΠΑΝΟΥΡΓΙΑ 4,350 08,,2235-022542,
ΓΕΩΡΓΙΟΣ,"


23 Χλμ
",2,,evitatsirigoti@gmail.com,22260-23285,,Λουτρά Αιδηψού,ΘΕΡΜΟΠΟΤΑΜΟΥ 2,343 00,22260-23286,,
ΓΟΡΓΟΠΟΤΑΜΟΣ,"


7 Χλμ
",2,,,22310-81204,22310-81326,Γοργοπόταμος,,351 00,22310-81326,,
ΓΡΕΓΟΛΙΜΑΝΟ,"


20 Χλμ
",3,www.clubmed.com,grecenvi01@clubmed.com,22260-33283,22260-33115,Λιχάδα,ΛΙΧΑΔΑ ΕΥΒΟΙΑΣ,343 00,22260-33543,,
ΔΑΔΙ ΑΡΧΟΝΤΙΚΟ ΠΑΡΝΑΣΣΟΥ,"


1 Χλμ
",4,https://xenonasdadi.gr/el/,contact@xenonasdadi.gr,22340-29040,,Αμφίκλεια,ΦΙΛΙΑΣ 41,350 02,,,
ΔΑΣΙΚΟ ΧΩΡΙΟ ΛΙΒΑΔΑΚΙ,"


15 Χλμ
",2,www.livadaki.gr,kiousisilias@yahoo.com,22360-91040,,Μεγάλη Κάψη,ΜΕΓΑΛΗ ΚΑΨΗ Ν.ΦΘΙΩΤΙΔΟΣ,350 17,6972706177,,
ΔΑΣΟΣ,,3,,varsavasltd@gmail.com,22370-41155,,Μεγάλο Χωριό,,361 00,,,
ΔΑΣΟΣ ΘΕΡΕΤΡΟΝ,,4,www.dasostheretron.gr,info@dasostheretron.gr,22660-91000,22660-91003,Παλαιοξάρι,ΠΑΛΑΙΟΞΑΡΙ ΠΟΤΙΔΑΝΙΑΣ,330 60,,,
ΔΑΦΝΗ,"


0.5 Χλμ
",2,,,22350-22372,,Καμένα Βούρλα,ΠΑΝΟΥΡΓΙΑ 7,350 08,,6972-465301,
ΔΕΛΤΑ,,2,,deltahotellamia@gmail.com,22310-21600,22310-31476,Λαμία,ΚΑΡΑΙΣΚΑΚΗ 82,351 00,22310-21602,,
ΔΕΛΦΙΝΙ,"


0.15 Χλμ
",3,www.delfini-styra.gr,delfini@delfini-styra.gr,22240-41210,22240-42186,Νέα Στύρα,ΝΕΑ ΣΤΥΡΑ ΕΥΒΟΙΑΣ,340 15,22240-41550,22240-41210,22240-42186
ΔΕΛΦΙΝΙ,"


0.02 Χλμ
",3,,info@eviahotel.com,22240-31296,,Μαρμάρι,ΜΑΡΜΑΡΙ ΕΥΒΟΙΑΣ,340 13,22240-31281,,
ΔΕΛΦΙΝΙ ΙΙ,"


0.3 Χλμ
",1,,info@eviahotel.com,22240-31190,,Μαρμάρι,ΜΑΡΜΑΡΙ ΕΥΒΟΙΑΣ,340 13,,,
ΔΕΛΦΟΙ,,1,,,22260-22242,,Λουτρά Αιδηψού,25ΗΣ ΜΑΡΤΙΟΥ 74,343 00,,,
ΔΕΛΦΟΙ ΠΑΛΛΑΣ,,4,www.delphipalace.gr,kinginiohos@delphxen.cosmotemail.gr,22650-82151,22650-82764,Δελφοί,ΑΠΟΛΛΩΝΟΣ 69,330 54,,,
ΔΕΣΠΟΙΝΑ,"


5 Χλμ
",1,fb hotel despoina,alopou@gmail.com,22260-32510,22260-32552,Γιάλτρα,ΓΙΑΛΤΡΑ ΑΙΔΗΨΟΥ,343 00,22260-32552,,
ΔΗΙΔΑΜΕΙΑ,"


2 Χλμ
",2,hoteldeidamia.voila.net,deidamia@otenet.gr,22220-92008,22220-92009,Σκύρος,,340 07,22220-91142,,
ΔΗΜΗΤΡΑ,"


0.5 Χλμ
",2,,,22350-22413,,Καμένα Βούρλα,ΟΔ. ΑΝΔΡΟΥΤΣΟΥ 25,350 08,,,
ΔΗΜΗΤΡΑ,"


0.1 Χλμ
",2,,dimitrahotel58@gmail.com,22260-23141,22260-23658,Λουτρά Αιδηψού,ΗΡΑΚΛΕΟΥΣ 58,343 00,,2226-023141,2226-023658
ΔΙΑΚΟΠΕΣ ΣΤΗΝ ΕΥΒΟΙΑ,"


3 Χλμ
",3,www.hie-ev.com,,22290-41000,22290-41206,Ερέτρια,ΕΡΕΤΡΙΑ ΕΥΒΟΙΑΣ,340 08,,,
ΔΙΑΜΑΝΤΙ,"


0.02 Χλμ
",2,,mavrozli@yahoo.gr,22260-23311,22260-22288,Λουτρά Αιδηψού,ΦΙΛΕΛΛΗΝΩΝ 8,343 00,22260-23312,2226-022288,2226-022288
ΔΙΑΝΑ,"


0.1 Χλμ
",2,,dianahotel53@yahoo.gr,22350-80944,22350-80946,Καμένα Βούρλα,ΠΑΝΟΥΡΓΙΑ 2,350 08,22350-80945,,
ΔΙΑΝΑ,"


0.05 Χλμ
",2,www.hotel-diana.gr,dianahot@otenet.gr,22260-22194,22260-24727,Λουτρά Αιδηψού,ΑΡΤΕΜΙΣΙΟΥ 26,343 00,2226024727,2226-022194,
ΔΙΕΘΝΕΣ,"


0.1 Χλμ
",3,,hoteldiethnes@gmail.com,22260-23510,22260-23245,Λουτρά Αιδηψού,ΗΡΑΚΛΕΟΥΣ 8,343 00,22260-22510,,
ΔΙΟΝΥΣΙΟΝ ΜΕΛΑΘΡΟΝ,"


1 Χλμ
",2,www.dionysionthiva.gr,stelios@dionysionthiva.gr,22620-81500,22620-81501,Θήβα,ΔΗΜΟΚΡΙΤΟΥ 5-7,322 00,22620-81502,,
ΔΙΟΝΥΣΟΣ,"


0.5 Χλμ
",1,,,22350-22521,,Καμένα Βούρλα,ΙΩΑΝΝΗ ΜΕΤΑΞΑ 6,350 08,22350-23066,,
ΔΙΡΚΗ,"


0.1 Χλμ
",2,,,22260-22443,,Λουτρά Αιδηψού,ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ 15,343 00,,2226-022443,
ΔΙΡΦΥΣ,"


0.3 Χλμ
",2,,dirfis@otenet.gr,22280-51217,,Στενή Δίρφυος,ΣΤΕΝΗ ΕΥΒΟΙΑΣ,340 14,22280-51370,,
ΔΙΩΝΗ,"


4 Χλμ
",3,www.dioni-skyros.gr,info@dioni-skyros.gr,22220-92199,22220-92499,Σκύρος,ΑΣΠΟΥΣ ΣΚΥΡΟΥ,340 07,22220-92299,21-06134981,
ΔΡΥΑΣ,"


2 Χλμ
",4,http://dryashotel.gr/,info@dryashotel.gr,22370-41115,22370-41131,Μεγάλο Χωριό,ΠΛΑΤΑΝΙΑ ΜΕΓ.ΧΩΡΙΟΥ ΕΥΡΥΤ.,361 00,22370-41132,2237-041131,2237-041133
ΔΡΥΜΝΑ,"


35 Χλμ
",2,www.drymna.gr,drymna@otenet.gr,22660-71204,22660-71304,Τριζόνια,ΝΗΣΟΣ ΤΡΙΖΟΝΙΑ ΔΩΡΙΔΟΣ,330 58,,,
ΔΩΔΩΝΗ,"


0.6 Χλμ
",1,,,22350-22376,22350-32488,Καμένα Βούρλα,ΑΝΔΡΟΥΤΣΟΥ 2,350 08,,6978-402987,2235-032488
ΕΒΗΛΙΟΝ ΧΩΡΙΟ,,3,,,22370-25555,,Καρπενήσι,ΚΑΡΠΕΝΗΣΙ,361 00,,,
ΕΙΡΗΝΗ,"


20 Χλμ
",3,www.hotelirini.gr,hotelirinispa@gmail.com,22260-22634,22260-23337,Λουτρά Αιδηψού,ΒΥΖ.ΑΥΤΟΚΡΑΤΟΡΩΝ 1,343 00,22260-22981,,
ΕΛΑΙΩΝ ΘΡΟΪΣΜΑ,,3,www.ellaeon-throesma.gr,info@ellaeon-throesma.gr,6977722271,,Αγιόκαμπος,,34300,,6977722271,
ΕΛΑΤΟΣ,,2,,,22370-92228,,Δομνίστα,ΔΟΜΝΙΣΤΑ ΕΥΡΥΤΑΝΙΑΣ,360 76,,,
ΕΛΑΤΟΣ,"


25 Χλμ
",4,www.elatosresort.gr,info@elatosresort.gr,22340-61162,22340-61161,Ιταμός,ΙΤΑΜΟΣ ΕΠΤΑΛΟΦΟΥ ΦΩΚΙΔΑΣ,330 57,210-3644666,2103624292,
ΕΛΒΕΤΙΑ,"


1 Χλμ
",3,www.elvetiahotel.gr,elvetia@elvetiahotel.gr,2237022465,22370-80112,Καρπενήσι,ΚΑΡΠΕΝΗΣΙ,361 00,2237080111,,
ΕΛΕΝΑ,"


2 Χλμ
",3,www.hit360.com/elena/gr,elena@hit360.com,22310-25025,22310-29300,Λαμία,ΘΕΡΜΟΠΥΛΩΝ 6,351 00,22310-27175,,
ΕΛΕΝΑ,"


12 Χλμ
",2,www.arkitsa-elenahotel.gr,hot-elen@otenet.gr,22330-91343,22330-91543,Αρκίτσα,ΑΡΚΙΤΣΑ ΦΘΙΩΤΙΔΟΣ,352 00,22330-91543,6944-525386,22330-90020
ΕΛΛΑΣ,,2,,,22260-22295,,Λουτρά Αιδηψού,ΘΕΡΜΟΠΟΤΑΜΟΥ 11,343 00,,,
ΕΛΛΗΝΩΝ ΘΕΑ,,4,www.ellinonthea.com/arachova/,arachova@ellinonthea.gr,2267032115,2267031161,Αράχοβα,ARACHOVA,320 04,,,
ΕΛΛΙΑΝΑ,"


0.2 Χλμ
",1,,hotelelliana@gmail.com,22260-22011,,Λουτρά Αιδηψού,ΗΡΑΚΛΕΟΥΣ 51,343 00,22260-24646,2226-024646,
ΕΛΛΟΠΙΑ,"


0.5 Χλμ
",2,,hotelellopia@gmail.com,22260-23222,22260-22372,Λουτρά Αιδηψού,ΗΡΑΚΛΕΟΥΣ 32,343 00,22260-23444,,
ΕΛΠΙΔΑ,"


0.6 Χλμ
",3,www.hotel-elpida.com,hotel_elpida@yahoo.com,22350-31963,22350-32363,Άγιος Κωνσταντίνος,,350 06,,,
ΕΛΥΜΝΙΟΝ ΡΗΖΟΡΤ,,4,www.elimnionresort.gr,ikvlahos@gmail.com,22270-32023,,Χρόνια,,340 05,,,
ΕΝΑ,"


0.1 Χλμ
",2,www.hotelena.gr,hotelena@gmail.com,22310-59108,22310-59317,Λουτρά Υπάτης,ΛΟΥΤΡΑ ΥΠΑΤΗΣ,350 16,210-2928047,21-02928047,
ΕΝΑΛΙΑ ΓΗ,,3,www.enaliagihotel.gr,enaliagi@otenet.gr,22270-32004,,Λίμνη,ΣΗΠΙΑΔΑ ΛΙΜΝΗΣ,340 05,22270-32006,,
ΕΝΝΕΑ ΒΑΣΙΛΙΣΣΕΣ,,3,9queens.gr,skourtanioti_spa@yahoo.gr,22260-22328,,Λουτρά Αιδηψού,ΦΡΥΝΗΣ 9,343 00,,,
ΕΝΤΕΛΒΑΙΣ,"


8 Χλμ
",2,,,22330-31200,,Λιβανάτες,ΛΕΙΒΑΝΑΤΕΣ ΦΘΙΩΤΙΔΑΣ,350 07,,,
ΕΡΑΤΩ,"


4 Χλμ
",2,,,22330-91270,,Αρκίτσα,ΑΡΚΙΤΣΑ ΦΘΙΩΤΙΔΟΣ,352 00,22330-91968,2233-091258,
ΕΡΑΤΩ,"


18 Χλμ
",2,,erato1959@yahoo.gr,22260-22764,,Λουτρά Αιδηψού,ΗΡΑΚΛΕΟΥΣ 81,343 00,,2226-022764,
ΕΡΕΤΡΙΑ ΒΙΛΛΑΤΖ,"


3 Χλμ
",4,,,22290-41000,22290-41206,Μαγούλα,ΜΑΓΟΥΛΑ ΕΡΕΤΡΙΑΣ ΕΥΒΟΙΑΣ,340 08,,,
ΕΡΜΗΣ,"


0.05 Χλμ
",3,https://ermisspahotel.gr/,ermisspahotel@gmail.com,22260-22233,22260-23493,Λουτρά Αιδηψού,ΕΡΜΟΥ 12,343 00,22260-22338,22260-22981,22260-22634
ΕΡΜΗΣ,"


0.2 Χλμ
",3,www.hermeshotel.com.gr,drosero1@otenet.gr,22650-82318,22650-82639,Δελφοί,ΒΑΣΙΛΕΩΣ ΠΑΥΛΟΥ 27,330 54,22650-82163,,
ΕΡΜΗΣ,"


0.1 Χλμ
",2,http://hotelermisloutraypatis.terapad.com,hotelermislyp@yahoo.gr,22310-59250,,Λουτρά Υπάτης,ΛΟΥΤΡΑ ΥΠΑΤΗΣ,350 16,,,
ΕΡΩΧΟΣ,"


9 Χλμ
",2,www.eroxos.gr,info@eroxos.gr,22340-29610,22340-51990,Πολύδροσος,,330 51,6937-305800,,
ΕΣΚΑΠΑΝΤ-ΑΠΟΔΡΑΣΗ,,3,https://escapadeluxuryresidences.com/,info@escapadeluxuryresidences.com,2237023105,,Καρπενήσι,,36100,,,
ΕΣΠΕΡΙΑ,"


0.3 Χλμ
",2,,,22310-59151,22310-59650,Λουτρά Υπάτης,ΛΟΥΤΡΑ ΥΠΑΤΗΣ,350 16,22310-59650,,
ΕΥΒΟΙΑ,,3,www.eviahotel.com,info@eviahotel.com,22240-31414,,Μαρμάρι,ΜΑΡΜΑΡΙ,340 13,,,
ΕΥΒΟΙΚΗ ΑΚΤΗ,"


8 Χλμ
",3,www.evvoiki-akti.gr,info@evvoiki-akti.gr,22280-31121,22280-31064,Πολιτικά,ΠΟΛΙΤΙΚΑ ΕΥΒΟΙΑΣ,344 00,22280-31170,2228-031104,
ΕΥΔΙΟΝ,"


5 Χλμ
",1,www.evdionhotel.gr,evdionhotel@yahoo.gr,22260-71921,,Ωρεοί,ΩΡΕΟΙ ΕΥΒΟΙΑΣ,340 12,,,
ΕΥΜΟΡΦΙΑ,,2,,,22260-24001,22260-22004,Λουτρά Αιδηψού,ΗΡΑΚΛΕΟΥΣ 19,343 00,,,
ΕΥΡΩΠΗ,"


2 Χλμ
",2,,europe.dimi@yahoo.gr,22260-32311,,Γιάλτρα,,343 00,22260-32545,,
ΕΥΡΩΠΗ ΜΠΗΤΣ,"


2 Χλμ
",4,www.hoteleuropabeach.gr,info@hoteleuropabeach.gr,22650-42288/9,22650-41364,Γαλαξίδι,ΓΑΛΑΞΙΔΙ ΦΩΚΙΔΑΣ,330 52,,,22650-82639
ΕΥΣΤΑΘΙΟΥ,,2,,,22350-23167,,Καμένα Βούρλα,ΠΑΝΟΥΡΓΙΑ 14,350 08,,,
ΕΥΣΤΡΑΤΙΟΣ,"


30 Χλμ
",2,www.efstratioshotel.gr,efstratioshotel@gmail.com,22260-22462,22260-22462,Λουτρά Αιδηψού,ΒΥΖ.ΑΥΤΟΚΡΑΤΟΡΩΝ 7,343 00,,2226-022462,
ΕΦΗ,,2,,,22220-29137,,Άνω Κουρούνι,ΑΝΩ ΚΟΥΡΟΥΝΙ ΕΥΒΟΙΑΣ,340 16,,,
ΖΑΓΚΑΣ,"


0.1 Χλμ
",1,,drosoulgerostamoulou@hotmail.com,22270-71012,22270-71213,Ροβιές,ΡΟΒΙΕΣ ΕΥΒΟΙΑΣ,340 05,22270-71432,00049-614213115,
ΖΑΚΑΣ,"


12 Χλμ
",2,,,22340-49279,,Κάτω Τιθορέα,ΚΑΤΩ ΤΙΘΟΡΕΑ ΦΘΙΩΤΙΔΟΣ,350 15,22340-49598,,
ΖΕΜΕΝΟ,"


5 Χλμ
",2,www.hanizemenou.gr,hanizemenou@gmail.com,22670-31881,,Ζεμενό Αράχοβας,ΖΕΜΕΝΟ ΒΟΙΩΤΙΑΣ,320 04,22670-31204,,
ΖΕΥΣ,"


2 Χλμ
",3,www.eviatravel.gr,hotel.zeus@yahoo.com,22240-25755,22240-29011,Κάρυστος,ΑΛΑΜΑΝΕΪΚΑ,340 01,22240-25700,,
Η ΚΥΡΙΝΘΟΣ,"


5 Χλμ
",2,,,22270-23660,,Κρύα Βρύση,,340 04,22270-23662,,
Η ΟΑΣΙΣ ΣΤΗΝ ΘΑΛΑΣΣΑ,"


5 Χλμ
",3,www.i-oasi.com,die-oase@otenet.gr,26340-38120,26340-38123,Χιλιαδού,ΧΙΛΙΑΔΟΥ ΦΩΚΙΔΑΣ,330 56,,,
ΗΛΕΚΤΡΑ,"


0.05 Χλμ
",2,,ilektrahotel@gmail.com,2226022056,2226023030,Αιδηψός,ΦΙΛΕΛΛΗΝΩΝ 11,343 00,2226022201,2226-023030,
ΗΛΙΑ ΘΑΛΑΣΣΑ,"


8 Χλμ
",3,www.ilia-mare.gr,iliamare@ilia-mare.gr,2226-060551,22260-22849,Ήλια,ΗΛΙΑ ΑΙΔΗΨΟΥ,343 00,2226024404,22260-60551,22260-22849
ΗΛΙΑΧΤΙΔΕΣ,"


30 Χλμ
",3,www.iliahtides.gr,sunrays@otenet.gr,22290-37215,22290-37605,Αμάρυνθος,ΑΝΔΡ. ΚΥΡΗΚΟΥ 1,340 06,22290-37605,,
ΗΛΙΟΒΑΣΙΛΕΜΑ,,2,www.sunset-styra.gr,sunsetstyrahotel@gmail.com,22240-41318,,Στύρα,,340 15,22240-51565,,
ΗΝΙΟΧΟΣ,,3,www.delphi-hotel-iniohos.gr,reservations@delphi-hotel-iniohos.gr,22650-82710,22650-82480,Δελφοί,ΒΑΣΙΛΕΩΣ ΠΑΥΛΟΥ  &  ΦΡΕΙΔΕΡΙΚΗΣ 19,330 54,,,
ΗΡΑΚΛΕΙΟΝ,"


20 Χλμ
",3,,,22260-22245,,Λουτρά Αιδηψού,ΡΕΜΜΗΣ 7,343 00,,2221-077554,2221-077554
ΗΡΙΔΑΝΟΣ,"


2 Χλμ
",3,www.hoteliridanos.gr,info@hoteliridanos.gr,22670-41319,22670-42319,Αντικύρα,25ΗΣ ΜΑΡΤΙΟΥ 82,320 12,,,
