Όνομα,Απόσταση από νοσοκομείο,Αστέρια,Ιστοσελίδα,E-Mail,Τηλέφωνο,Τηλέφωνο 2,Αριθμός Φαξ,Πόλη,Διεύθυνση,Ταχυδρομικός Κώδικας,Εναλλακτικό Τηλέφωνο,Εναλλακτικό Φαξ
ΑΡΧΟΝΤΙΚΟ ΑΝΥΦΑΝΤΗ,,5,http://archontikoanyfanti.com,contact@archontikoanyfanti.com,2795029202,,,Ζάτουνα,,22007,,
ΑΡΧΟΝΤΙΚΟ ΔΕΛΗΓΙΑΝΝΗ,"


0.8 Χλμ
",4,www.arxontikodeligianni.gr,koustenisp@hotmail.com,27950-31571,,,Δημητσάνα,ΔΗΜΗΤΣΑΝΑ ΑΡΚΑΔΙΑΣ,220 07,6944-834554,
ΑΡΧΟΝΤΙΚΟ ΙΣΑΡΙ,"


15 Χλμ
",4,www.archontikoisari.gr,,27910-21101,27910-21102,,Ίσαρης,ΙΣΑΡΙ ΜΕΓΑΛΟΠΟΛΗ ΑΡΚΑΔΙΑΣ,222 00,21-09334832,21-09311183
ΑΡΧΟΝΤΙΚΟ ΚΑΛΤΕΖΙΩΤΗ,"


10 Χλμ
",4,www.kaltezioti.gr,info@kaltezioti.gr,2710-235822,2710-235823,2710-234335,Κάψας,ΚΑΨΙΑ ΜΑΝΤΙΝΕΙΑΣ ΑΡΚΑΔΙΑΣ,221 00,,
ΑΡΧΟΝΤΙΚΟ ΚΑΛΤΕΖΙΩΤΗ ΙΙ,"


10 Χλμ
",3,www.kaltezioti.gr,info@kaltezioti.gr,2710-235822,2710-235823,2710-234335,Κάψας,,221 00,,
ΑΡΧΟΝΤΙΚΟ ΚΑΛΤΕΖΙΩΤΗ ΙΙΙ,"


10 Χλμ
",4,www.kaltezioti.gr,info@kaltezioti.gr,2710-235822,2710-235823,2710-234335,Κάψας,ΚΑΨΙΑ ΑΡΚΑΔΙΑΣ,221 00,,
ΑΡΧΟΝΤΙΚΟ ΚΑΡΑΒΑ “ΤΑΜΠΟΥΖΑΝΗ”,,3,,,000-0000000,,,Εβροστίνα,ΜΑΥΡΙΑΝΙΚΑ ΕΥΡΩΣΤΙΝΗΣ,200 02,,
ΑΡΧΟΝΤΙΚΟ ΚΕΦΑΛΑΡΙ,"


5 Χλμ
",3,www.arxontiko-kefalari.gr,a.kefalari@gmail.com,27470-22200,,2610-422056,Κεφαλάρι,ΚΕΦΑΛΑΡΙ,202 00,261-0422056,261-0422056
ΑΡΧΟΝΤΙΚΟ ΚΟΛΟΚΟΤΡΩΝΗΣ,,3,www.kolokotronihotel.gr,info@kolokotronihotel.gr,2795081413,,,Στεμνίτσα,ΤΡΙΚΟΛΩΜΩΝ,22024,,
ΑΡΧΟΝΤΙΚΟ ΠΑΡΧΑ,,5,,archontikoparcha@gmail.com,27960-22547,27960-22010,2796022300,Λεβίδι,ΛΕΒΙΔΙ ΑΡΚΑΔΙΑΣ,220 02,,
ΑΡΧΟΝΤΙΚΟ ΠΡΕΔΑΡΗ,"


0.1 Χλμ
",3,www.arhontiko-predari.gr,info@arhontiko-predari.gr,27410-80010,27470-51280,27410-80012,Γκούρα,ΓΚΟΥΡΑ ΚΟΡΙΝΘΙΑΣ,200 14,,
ΑΡΧΟΝΤΙΚΟ ΤΟΥ ΠΑΡΝΩΝΑ,,3,www.arhontiko-parnona.gr,hotelparnona@gmail.com,27310-95014,2731095350,2731095115,Καρυές,,230 67,,
ΑΡΧΟΝΤΙΚΟ ΦΙΑΜΕΓΚΟΥ,"


25 Χλμ
",3,www.archontikofiamegou.gr,dmpaloys@gmail.com,2743091188,6974706547,27430-91189,Μέση Συνοικία Τρικάλων,ΜΕΣΑΙΑ ΤΡΙΚΑΛΑ ΚΟΡΙΝΘΙΑΣ,204 00,2743091188,2743091189
ΑΡΧΟΝΤΙΚΟ ΧΑΤΖΗΠΑΝΑΓΙΩΤΗ,,4,www.hatzipanayiotis.gr,hotel@hatzipanayiotis.gr,27570-22476,27570-29037,27570-23307,Λεωνίδιο,ΡΟΛΟΙ,223 00,,
ΑΡΧΟΝΤΙΚΟ ΧΙΩΤΗ,,4,www.archontikochioti.gr,info@achioti.gr,27570-22332,27570-22668,27570-22669,Λεωνίδιο,ΚΕΝΤΡΙΚΗ ΠΛΑΤΕΙΑ ΛΕΩΝΙΔΙΟΥ,223 00,,
ΑΣΚΛΗΠΙΟΣ,"


2 Χλμ
",2,,ntinagalanh@gmail.com,27530-22956,,,Λυγουριό,,210 52,6976-801977,
ΑΣΟΥΤΑΙΝΑ,,3,,,27610-61229,,,Παλαιά Βρύση,ΠΑΛΙΑ ΒΡΥΣΗ ΜΕΣΣΗΝΙΑΣ,245 00,,
ΑΣΠΑΣΙΑ,,2,www.aspassia.gr,scale707@gmail.com,27520-61183,,27520-61098,Λευκάκια,ΛΕΥΚΑΚΙΑ ΝΑΥΠΛΙΟΥ,211 00,,
ΑΣΠΑΣΙΑ,,3,,semisstrat@yahoo.gr,27610-71441,,,Καλό Νερό,ΘΕΣΗ ΜΑΧΑΙΡΑ,245 00,,
ΑΣΣΙΝΗ ΜΠΗΤΣ,"


0.3 Χλμ
",2,www.assinibeachhotel.gr,anastasia@assinibeachhotel.gr,27520-59347,,27520-59559,Τολό,ΜΠΟΥΜΠΟΥΛΙΝΑΣ 11,210 56,2752-059347,
ΑΣΤΕΡΙ ΕΛΑΦΟΝΗΣΟΥ,"


0.1 Χλμ
",2,,info@goldenstarelafonisos.gr,27340-61271,27340-61077,2734023587,Ελαφόνησος,ΕΛΑΦΟΝΗΣΟΣ ΛΑΚΩΝΙΑΣ,230 53,,
ΑΣΤΕΡΙΑ,,4,www.asteriahotel.gr,booking@argotg.com,27520-58175,,27520-59242,Τολό,ΤΟΛΟ,210 56,27520-58175,
ΑΣΤΡΑ,"


12 Χλμ
",3,www.astrahotel.gr,info@astrahotel.gr,27470-61202/3,69450-46208,27470-61210,Καστανιά,ΚΑΣΤΑΝΙΑ ΚΟΡΙΝΘΙΑΣ,200 16,,
ΑΣΤΡΟΣ ΜΠΗΤΣ,"


4 Χλμ
",3,www.astroshotels.gr,astroshotels@hotmail.gr,27550-52720,27550-52795,27550-52721,Άστρος,ΖΑΦΕΙΡΟΠΟΥΛΟΥ,220 19,,
ΑΤΕΝΙΖΕΙΝ,,3,http://www.hotelbaywatch.gr/,baywatchmessinia@gmail.com,2725031146,2725031949,,Χράνοι,,240 10,,
ΑΥΡΑ,,1,,matinatolia1982@hotmail.com,27530-31294,,27530-31294,Νέα Επίδαυρος,ΝΕΑ ΕΠΙΔΑΥΡΟΣ,210 54,2753-031294,
ΑΥΡΑ,,3,www.avrahotel-kiparissi.gr,tasos86gr@hotmail.com,6948287163,,,Κυπαρίσσι,ΜΗΤΡΟΠΟΛΗ-ΚΥΠΑΡΙΣΣΙ ΖΑΡΑΚΑ,230 68,6948287163,
ΑΥΡΑ ΝΑΥΠΛΙΟΥ,,3,https://avranafpliou.gr/,info@avranafpliou.gr,2752181261,2752181729,2752181261,Ναύπλιο,Άργους 91,211 00,,
ΑΦΡΟΔΙΤΗ,"


4 Χλμ
",2,www.afrodite-astros.gr,info@afrodite-astros.gr,27550-51596,6936473761,,Παράλιο Άστρος,ΠΑΡΑΛ.ΑΣΤΡΟΣ ΚΥΝΟΥΡΙΑΣ,220 19,,
ΑΦΡΟΔΙΤΗ,"


0.8 Χλμ
",3,www.akti-afroditi.gr,a.panagiotou@hotmail.com,27440-62427,27440-22338,27440-22160,Λουτράκι,Π.ΤΣΑΛΔΑΡΗ 17,203 00,00357-22382081,2744-022160
ΑΦΡΟΔΙΤΗ,"


1 Χλμ
",3,www.hotelaphrodite.gr,info@hotelaphrodite.gr,27210-77911,6978895007,27210-64854,Στούπα,ΣΤΟΥΠΑ ΜΕΣΣΗΝΙΑΣ,240 24,2721077911,2721064854
ΑΧΙΛΛΕΙΟΝ,"


1.8 Χλμ
",4,www.achillion-hotel.gr,info@achillion-hotel.gr,27440-22271,27440-26725,27440-26757,Λουτράκι,ΛΟΥΤΡΑΚΙ,203 00,6972-189946,2744-026757
ΑΧΙΛΛΕΙΟΣ ΛΟΦΟΣ,"


1 Χλμ
",3,,achilleshillhotel@gmail.com,27230-31960,27230-31129,27230-31195,Μεθώνη,,240 06,2723-031233,2723-031195
ΑΧΙΛΛΕΥΣ,"


0.02 Χλμ
",3,,achilleshotel@hotmail.com,27230-31819,27230-28735,27230-28734,Μεθώνη,ΜΕΘΩΝΗ ΜΕΣΣΗΝΙΑΣ,240 06,,
ΒΑRCΕLΟ ΑΚΤΗ ΥΔΡΑΣ ΡΙΖΟΡΤ,"


11 Χλμ
",5,https://www.barcelo.com/en-gr/barcelo-hydra-beach-resort/,hydra05@otenet.gr,27540-98700,210-3246943,27540-41246,Πλέπι,ΠΛΕΠΙ ΕΡΜΙΟΝΙΔΟΣ,210 51,210-3246943,210-3246970
ΒΑΘΥ,,4,www.vathihotel.com,info@vathihotel.com,2733093314,,27330-93313,Βαθύ,ΒΑΘΥ ΝΕΟΧΩΡΙΟΥ ΛΑΚΩΝΙΑΣ,232 00,6944771828,2731023144
ΒΑΙΤΥΛΙΟΣ ΛΙΘΟΣ,"


25 Χλμ
",4,,vetilioslithos@gmail.com,2102841410,,,Οίτυλο,,23062,,
ΒΑΛΕΡΑ,"


0.1 Χλμ
",1,www.hotelvalera.com,hotelvalera@hotmail.com,27410-95565,27410-95575,27410-95566,Κόρφος,ΚΟΡΦΟΣ ΚΟΡΙΝΘΙΑΣ,200 04,6944962029,
ΒΑΜΒΑΚΟΥ,"


0.02 Χλμ
",2,www.xenonasvamvakou.gr,xenonasvamvaku@yahoo.gr,27310-27492,27310-21116,,Βαμβακού,,230 67,,
ΒΑΡΒΑΡΑ,"


1.5 Χλμ
",3,www.hotel-barbara-loutraki-greece.com,hotelbarbaraloutraki@gmail.com,27440-64338,27440-61896,27440-64338,Λουτράκι,ΠΟΣΕΙΔΩΝΟΣ 50,203 00,,
ΒΑΡΔΙΑ,"


0.5 Χλμ
",2,www.vardia-hotel.gr,info@vardia-hotel.gr,27210-73777,27210-73778,27210-73156,Καρδαμύλη,ΚΑΡΔΑΜΥΛΗ ΜΕΣΣΗΝΙΑΣ,240 22,,
ΒΑΣΙΛΕΙΟΣ,"


4 Χλμ
",3,www.vasilioshotel.com,info@hotelmani.gr,6974895289,,27330-52795,Αρεόπολη,ΛΙΜΕΝΙ ΟΙΤΥΛΟΥ,230 62,2733051934,2733052795
ΒΑΣΙΛΕΥΣ ΟΘΩΝ,"


1 Χλμ
",2,www.kingothon.gr,kingothonnafplio@gmail.com,27520-27585,27520-27595,27520-27585,Ναύπλιο,ΦΑΡΜΑΚΟΠΟΥΛΟΥ 4,211 00,2752-022924,
ΒΑΣΙΛΕΥΣ ΣΑΡΩΝ,"


8 Χλμ
",4,www.kingsaron.gr,manager@kingsaron.gr,27410-37273/6,,27410-37504,Ίσθμια,ΠΑΛΑΙΟ ΚΑΛΑΜΑΚΙ,200 10,2741-037273/6,
ΒΑΣΙΛΗΣ,"


0.3 Χλμ
",3,www.hotelvasilis.com,hotelvas@otenet.gr,27520-21886,,27520-99140,Ναύπλιο,ΣΟΥΛΙΟΥ 14,211 00,,
ΒΑΣΙΛΙΑΣ ΜΙΝΩΣ,"


10 Χλμ
",2,www.minoanhotels.gr,kingmino@otenet.gr,27520-59924,27520-59902,27520-59968,Τολό,ΑΝΔΡΕΑ ΜΙΑΟΥΛΗ 6,210 56,2752-059924,2752-059968
ΒΑΣΙΛΙΚΟΝ,"


0.5 Χλμ
",2,,info@apollo-hotel.gr,27610-22655,27610-22455,27610-24413,Κυπαρισσία,Ν.ΚΑΛΑΤΖΑΚΟΥ 7,245 00,,
ΒΑΣΙΛΙΚΟΝ,"


0.7 Χλμ
",3,www.vassilikonhotel.gr,info@vassilikonhotel.gr,27440-22313,,27440-23114,Λουτράκι,ΠΛΑΤΕΙΑ 25ΗΣ ΜΑΡΤΙΟΥ 10,203 00,,
ΒΕΡΓΙΝΑ,"


0.8 Χλμ
",3,www.verginahotel.com,info@verginahotel.com,27340-23443,27340-23445,27340-23643,Νεάπολη Βοιών,ΠΛΑΚΑ ΝΕΑΠΟΛΗΣ ΛΑΚΩΝΙΑΣ,230 53,2734-023445,
ΒΕΡΔΕΛΗΣ ΙΝΝ,"


14 Χλμ
",2,www.verdelis-inn.gr,info@verdelis-inn.gr,27530-41332,,27530-41633,Αρχαία Επίδαυρος,ΠΑΛ.ΕΠΙΔΑΥΡΟΣ,210 59,,
ΒΙΒΑ ΜΑΡΕ ΦΟΙΝΙΚΟΥΝΤΑ,,4,www.vivamarefoinikounta.gr,vivamarefoinikounta@gmail.com,27230-71315,6978778375,,Φοινικούντα,ΘΕΣΗ ΜΠΙΤΣΙΚΟΛΑΚΚΑ,240 06,,
ΒΙΚΤΩΡΙΑ,"


0.8 Χλμ
",3,www.hotelvictoria.gr,nafpliovictoria@gmail.com,27520-27420,27520-21900,27520-27517,Ναύπλιο,ΣΠΗΛΙΑΝΤΟΥ 3 & ΦΑΡΜΑΚΟΠΟΥΛΟΥ,211 00,,
ΒΙΛΑ ΒΙΚΗ,,2,,,27250-41222,,,Χαρακοπιό,ΧΑΡΟΚΟΠΙΟ ΜΕΣΣΗΝΙΑΣ,240 04,,
ΒΙΛΛΑ ΒΑΓΓΕΡ,,4,www.villavager.gr,info@villavager.gr,27960-22073,,27960-22062,Λεβίδι,ΛΕΒΙΔΙ ΑΡΚΑΔΙΑΣ,220 02,,
ΒΙΛΛΑ ΒΑΛΟΣ,"


0.6 Χλμ
",3,www.villavalos.gr,villavalosvitina@gmail.com,27950-22210,,27950-22047,Βυτίνα,ΧΑΛΙΑΝΙΚΑ,220 10,2795-022210,
ΒΙΛΛΑ ΓΚΡΕΚΟ,,4,,info@villagreko.gr,6979-977243,,,Λαγκάδια,ΛΑΓΚΑΔΙΑ ΑΡΚΑΔΙΑΣ,220 03,,
ΒΙΛΛΑ ΚΡΕΟΛΗ,"


1 Χλμ
",2,www.villacreoli.gr,bashotels@gmail.com,27430-25360,,27430-26827,Ξυλόκαστρο,ΞΥΛΟΚΑΣΤΡΟ,204 00,,
ΒΙΛΛΑ ΚΩΝΣΤΑΝΤΖΙΑ,,2,www.constantsia.com,info@constantsia.com,2741-088089,,2741-088290,Άσσος,ΣΜΥΡΝΗΣ & ΝΟΤΑΡΑ ΚΑΤΩ ΑΣΣΟΣ,200 06,,
ΒΙΛΛΑ ΚΩΣΤΑ,"


3 Χλμ
",2,www.villakosta.com,info@villakosta.com,2721077026,2721078311,2721078311,Στούπα,ΣΤΟΥΠΑ ΜΕΣΣΗΝΙΑΣ,240 24,2721-077026,
ΒΛΑΣΗΣ,"


25 Χλμ
",1,,,27430-91235,27430-91135,,Άνω Τρίκαλα,ΑΝΩ ΤΡΙΚΑΛΑ ΚΟΡΙΝΘΙΑΣ,204 00,2743-091235,
ΒΟΛΙΑΝΙΤΗ,"


20 Χλμ
",3,,askogy2015@gmail.com,27330-24666,6972-772845,27330-24663,Άρνα,,230 54,,
ΒΡΕΤΑΝΙΑ,,2,,hotelbretania@gmail.com,27440-22349,27440-22640,27440-22640,Λουτράκι,Γ.ΛΕΚΚΑ 28,203 00,,
ΒΥΖΑΝΤΙΝΟ,"


0.8 Χλμ
",3,www.ellada.net/vyzantino,info@hotelbyzantino.com,2732061351,2732061152,,Μονεμβασιά,ΚΑΣΤΡΟ ΜΟΝΕΜΒΑΣΙΑΣ,230 70,2732-061351,2732-061436
ΒΥΖΑΝΤΙΝΟΝ,,3,www.byzantinonhotel.gr,info@byzantinonhotel.gr,27570-51220,,27570-51432,Πούλιθρα,ΠΟΥΛΙΘΡΑ ΑΡΚΑΔΙΑΣ,223 00,6945-248309,
ΒΥΖΑΝΤΙΟ,"


5 Χλμ
",2,www.byzantiokalamata.gr,info@byzantiokalamata.gr,6982508998,27210-86824,27210-22924,Καλαμάτα,ΣΙΔ.ΣΤΑΘΜΟΥ 7,241 00,6982508998,
ΒΥΖΑΝΤΙΟΝ,"


5 Χλμ
",3,www.byzantionhotel.gr,byzanhtl@otenet.gr,27310-83309,,27310-20019,Μυστράς,,231 00,2731-083309,2731-020019
ΒΥΡΩΝ,"


0.5 Χλμ
",2,www.byronhotel.gr,byronhotel@otenet.gr,27520-22351,,27520-26338,Ναύπλιο,ΠΛΑΤΩΝΟΣ 2,211 00,,
ΒΥΤΙΝΑ ΟΡΕΙΝΗ ΘΕΑ,"


1.5 Χλμ
",3,www.vytinamountainview.gr,info@vytinamountainview.gr,27950-29029,27950-29039,27950-22300,Βυτίνα,ΘΕΣΗ ΠΑΝΑΓΙΑ,220 10,,
ΒΥΤΙΝΑ ΧΑΟΥΖ,"


1.5 Χλμ
",3,www.vitinahouse.gr,info@vitinahouse.gr,27950-29014,27950-29015,27950-29013,Βυτίνα,ΒΥΤΙΝΑ,220 10,,
ΓΑΙΑ ΕΛΑΙΑ,,4,,x.tsakos@gmail.com,2734022207,,,Μονεμβασιά,,23053,,
ΓΑΛΑΖΙΑ ΘΑΛΑΣΣΑ,"


0.3 Χλμ
",2,,hotelblueseatyros@gmail.com,27570-41369,,27570-41369,Σαπουνακαίικα,,223 00,2757-041587,
ΓΑΛΑΝΟΠΟΥΛΟΣ,"


1 Χλμ
",2,,hotelgalanopoulosl@gmail.com,27440-24098,,27440-24098,Λουτράκι,Ι.ΜΙΧΑ 1,203 00,,
ΓΑΛΑΞΙΑΣ,"


4 Χλμ
",3,www.galaxyhotel.info,galaxy_porto_heli@yahoo.gr,27540-51271,27540-51272,27540-51275,Πορτοχέλι,ΠΟΡΤΟ ΧΕΛΙ,213 00,21-08081355,21-08081355
ΓΑΛΑΞΙΑΣ,"


2.5 Χλμ
",2,www.hotel-galaxy.net,galaxyhotelloutraki@gmail.com,27440-28715,27440-28282,,Λουτράκι,ΠΕΥΚΑΚΙ,203 00,2744-028715,2744-063214
ΓΑΛΑΞΙΑΣ,"


0.5 Χλμ
",2,www.hotelsarcadia.gr,mar_alex4@yahoo.gr,2710-225195,,2710-225197,Τρίπολη,ΠΛΑΤΕΙΑ ΑΓ. ΒΑΣΙΛΕΙΟΥ,221 00,,
ΓΑΛΑΞΙΑΣ,"


1.6 Χλμ
",2,www.hotel-galaxy.gr,lag@hotel-galaxy.gr,27210-86002,27210-86024,27210-28892,Καλαμάτα,ΚΟΛΟΚΟΤΡΩΝΗ 16,241 00,,
ΓΑΛΑΞΙΑΣ,"


0.5 Χλμ
",2,,hotelgalaxypylos@gmail.com,27230-22780,27230-22784,27230-22208,Πύλος,ΠΥΛΟΣ ΜΕΣΣΗΝΙΑΣ,240 01,,
ΓΑΛΗΝΗ,"


0.5 Χλμ
",1,,hotelgalini@gmail.com,27230-31020,,27230-31020,Μεθώνη,ΜΕΘΩΝΗ ΜΕΣΣΗΝΙΑΣ,240 06,6977996384,
ΓΕΩΔΗ,"


20 Χλμ
",4,www.geodi.gr,hotelgeodi@gmail.com,27310-20703/4,,210-5016375,Άρνα,ΑΡΝΑ Δ.ΦΑΡΙΔΟΣ Ν.ΛΑΚΩΝΙΑΣ,230 54,21-05056263,21-05016375
ΓΕΩΡΓΙΟΣ,"


1 Χλμ
",1,,jmpalopoulos@yahoo.gr,27210-27225,6947723238,,Καλαμάτα,ΦΡΑΝΤΖΗ  &  ΔΑΓΡΕ 5,241 00,,
ΓΕΩΡΓΙΟΣ ΠΑΡΑΘΑΛΑΣΣΙΟ,,3,www.georgio-seaside.gr,info@georgio-seaside.gr,27230-71000,6972881478,,Φοινικούντα,ΘΕΣΗ ΜΠΙΤΣΙΚΟΛΑΚΚΑ,240 06,,
ΓΕΩΡΓΙΟΥ ΕΣΤΕΙΤ ΒΙΛΛΑΣ,"


5 Χλμ
",4,www.georgeshotel.eu,info@georgeshotel.eu,27210-64010,27210-64020,27210-64030,Στούπα,ΣΤΟΥΠΑ ΜΕΣΣΗΝΙΑΣ,240 24,2721-064010,
ΓΙΑΛΑΣΙ,"


1.5 Χλμ
",3,www.yialasi.com,info@yialasi.com,27530-96560,6977019305,27530-96569,Αρχαία Επίδαυρος,ΓΙΑΛΑΣΙ,210 59,6977019305,
ΓΙΩΡΓΟΣ – ΓΙΑΝΝΗΣ,"


0.2 Χλμ
",4,www.j-g.gr,jg@j-g.gr,27520-59097,,27520-59679,Τολό,ΒΑΣΙΛΕΙΟΥ ΧΑΛΗ 8,210 56,2752-059097,
ΓΙΩΤΑ,,2,,,27230-31290,27230-31291,27230-31212,Μεθώνη,ΜΕΘΩΝΗ ΜΕΣΣΗΝΙΑΣ,240 06,,
ΓΚΑΡΝΤΕΝ ΣΙΤΥ ΡΕΣΟΡΤ,,5,,info@dnck.gr,6973733950,,,Καλαμάτα,ΚΡΗΤΗΣ 52,24100,,
ΓΚΡΑΝΤ ΟΛΥΜΠΙΚ,"


10 Χλμ
",3,www.grandolympic.gr,info@grandolympic.gr,27440-22284,21377,27440-22804,Λουτράκι,ΕΛ.ΒΕΝΙΖΕΛΟΥ 1,203 00,,
ΓΚΡΑΝΤ ΣΑΡΑΪ ΝΑΥΠΛΙΟ,,4,www.grandsarainafplio.com,welcome@grandsarainafplio.com,27520-22563,,27520-22128,Ναύπλιο,ΠΟΤΑΜΙΑΝΟΥ 3  &  ΦΩΤΟΜΑΡΑ,221 00,,
ΓΚΡΕΓΚΟΡΥ,"


0.3 Χλμ
",1,,g_pantelis@yahoo.com,27320-22042,,27320-23483,Μολάοι,ΜΟΛΑΟΙ ΛΑΚΩΝΙΑΣ,230 52,,
ΓΚΡΕΚΗΣ,"


25 Χλμ
",2,www.grekishotel.gr,info@grekishotel.gr,27220-32280,,,Πεταλίδι,ΘΕΣΗ ΜΠΑΤΑΡΙΑ,240 05,,
ΓΥΘΕΙΟΝ,"


0.3 Χλμ
",3,www.gythionhotel.gr,hotelgythion@gmail.com,27330-23452,6945-777607,27330-23523,Γύθειο,ΒΑΣ.ΠΑΥΛΟΥ 33,232 00,,
ΔΑΣΟΣ ΣΤΟ ΚΕΝΤΡΟ ΤΟΥ ΜΟΡΙΑ,,3,www.forestahotel.com,info@forestahotel.com,2711104099,,,Βλαχοκερασιά,,22016,2711104099,
ΔΑΦΝΗΣ ΟΜΙΛΟΣ ΔΙΑΜ/ΤΩΝ,"


0.4 Χλμ
",2,www.daphnesclub.com,info@daphnesclub.com,2743022966,2743026966,,Συκιά,ΣΥΚΕΛΙΑΝΟΥ,204 00,21-08942648,21-08944361
ΔΕ ΓΚΑΡΝΤΕΝΣ ΓΚΑΛΕΡΥ ΧΟΤΕΛ,"


0.5 Χλμ
",3,www.gardensgalleryhotel.com,oliagian@hotmail.com,6944261394,,27430-22272,Ξυλόκαστρο,ΑΓΙΟΥ ΜΑΚΑΡΙΟΥ 1,204 00,,
"ΔΕ ΓΟΥΕΣΤΙΝ ΡΗΖΟΡΤ, ΚΟΣΤΑ ΝΑΒΑΡΙΝΟ",,5,www.westincostanavarino.com,info.westin@costanavarino.com,27230-95000,27230-90900,27230-97500,Ρωμανός,ΡΩΜΑΝΟΣ ΜΕΣΣΗΝΙΑΣ,240 01,,
"ΔΕ ΡΩΜΑΝΟΣ, Ε ΛΑΞΟΥΡΙ ΚΟΛΛΕΚΤΙΟΝ ΡΗΖΟΡΤ, ΚΟΣΤΑ ΝΑΒΑΡΙΝΟ",,5,www.romanoscostanavarino.com,info.navarino@costanavarino.com,27230-96000,27230-97000,27230-97500,Ρωμανός,ΡΩΜΑΝΟΣ ΜΕΣΣΗΝΙΑΣ,240 01,,
ΔΕΛΦΙΝΙ,"


0.2 Χλμ
",3,www.j-g.gr,jg@j-g.gr,27520-59220,27520-59785,27520-59679,Τολό,ΑΚΤΗΣ 50,210 56,2752-059220,2752-059785
ΔΕΡΒΕΝΙ ΓΕΩΡΓΙΑΔΗΣ,"


10 Χλμ
",2,,,27430-51774,,,Στόμιο,,200 09,,
ΔΕΣΠΟΤΑΤΟ ΤΟΥ ΜΥΣΤΡΑ,"


5 Χλμ
",3,www.despotato.gr,gianniseconomou@ymail.com,27310-29990,27310-29980,27310-29980,Μυστράς,ΜΥΣΤΡΑΣ ΛΑΚΩΝΙΑΣ,231 00,,
ΔΕΣΠΟΤΙΚΟΝ,,3,,,27950-31777,,,Δημητσάνα,ΔΗΜΗΤΣΑΝΑ ΑΡΚΑΔΙΑΣ,220 07,,
ΔΗΜΗΤΡΑΣ ΘΕΡΕΤΡΟΝ,,3,Www.dimitrasresorts.com,Info@dimitrasresorts.com,6944520560,,,Παλούμπα,,22028,,
ΔΙΑΜΑΝΤΙ ΤΗΣ ΕΛΑΦΟΝΗΣΟΥ,"


4.5 Χλμ
",3,www.elafonisodiamond.gr,info@elafonisosisland.com,2734-770017,6977-211153,27340-61038,Ελαφόνησος,ΚΑΜΠΟΣ ΔΟΥΜΑΝΙ,230 53,210-9322124,
ΔΙΑΝΑ,"


50 Χλμ
",1,www.dianahotel-koroni.gr,info@dianahotel-koroni.gr,27250-22312,,27250-22312,Κορώνη,ΚΟΡΩΝΗ ΜΕΣΣΗΝΙΑΣ,240 04,,
ΔΙΑΣ,"


0.5 Χλμ
",4,www.dias-hotel.com,diashotelnafplio@gmail.com,6932234334,,27520-24217,Ναύπλιο,ΠΑΠΑΝΙΚΟΛΑΟΥ 49  & ΜΟΥΤΖΟΥΡΙΔΟΥ 24,211 00,6932234334,
ΔΙΑΣΑΛΜΗ,"


0.5 Χλμ
",2,,,27950-22650,27950-22518,,Βυτίνα,,220 10,,
ΔΙΟΝΥΣΟΣ,"


4 Χλμ
",1,dionysos-leonidio.gr,hoteldionysosplaka@gmail.com,27570-23455,,,Λεωνίδιο,ΠΛΑΚΑ ΛΕΩΝΙΔΙΟΥ ΑΡΚΑΔΙΑΣ,223 00,,
ΔΙΟΣΚΟΥΡΟΙ,"


1 Χλμ
",3,www.dioscouri.gr,info@dioscouri.gr,27310-28484,27310-28666,27310-25902,Σπάρτη,ΛΥΚΟΥΡΓΟΥ 182 & ΑΤΡΕΙΔΩΝ,231 00,,
ΔΙΡΟΣ,"


6 Χλμ
",1,,hoteldirosrestaurants2017@gmail.com,27330-52306,,,Πύργος Διρού,ΠΥΡΓΟΣ ΔΥΡΟΥ ΛΑΚΩΝΙΑΣ,230 63,,
ΔΡΟΣΙΑ,"


0.7 Χλμ
",2,www.hoteldrosia.gr,hoteldrosia12@gmail.com,27220-23248,2722022457,27220-25123,Μεσσήνη,ΜΕΣΗΝΗ ΜΕΣΗΝΙΑΣ,242 00,,
ΔΡΥΑΔΕΣ,"


4 Χλμ
",2,,,27970-022536,6945628413,27970-22388,Σταυροδρόμι,,220 08,,
ΕΔΕΜ,"


0.1 Χλμ
",1,www.hoteledem.gr,info@hoteledem.gr,27340-61302,6977-211153,27340-61038,Ελαφόνησος,ΕΛΑΦΟΝΗΣΟΣ ΛΑΚΩΝΙΑΣ,230 53,210-9332084,210-9332084
ΕΚΑΤΟ ΡΙΖΕΣ,,4,www.100rizesseasideresort.com,info@100rizesseasideresort.com,6932748638,,,Καλύβια,,23200,,
ΕΚΑΤΟΝ ΟΓΔΟΝΤΑ  (180) ΣΑΟΥΘ ΣΙΣΑΙΝΤ ΧΟΤΕΛ,,3,www.180seasidehotel.com,info@180seasidehotel.com,2754041369,2754041369,,Πλέπι,,21051,,
ΕΛΑΙΑ ΜΑΡΕ,"


8 Χλμ
",2,www.eleamare.gr,eleamare@gmail.com,27320-57540,,27320-57551,Ελαία,,230 52,,
ΕΛΑΙΩΝ,"


20 Χλμ
",3,www.innelaion.gr,dimlyko@yahoo.gr,27910-31400,,27910-31400,Ελληνικό,,220 22,6972-001706,
